RiskScore,TotalDebtToIncomeRatio,MonthlyIncome,AnnualIncome,InterestRate,LoanAmount,BaseInterestRate,NetWorth,LoanDuration,MonthlyLoanPayment,TotalAssets,DebtToIncomeRatio
58.0,0.1905442067763969,9813.5,117762,0.2583798433644043,25194,0.240694,6022,60,751.9055732001715,74221,0.3055444560455104
43.2,0.1053958388328653,5490.833333333333,65890,0.1990768089523844,7893,0.193893,81760,60,208.7109850581245,96003,0.6170994163203265
37.6,0.1077697588957528,16990.333333333332,203884,0.2046372567545369,29894,0.204894,36866,36,1118.0441268918064,72823,0.1938891558507004
55.0,0.39836847077395,4388.0,52656,0.2105802915833245,37005,0.248005,6046,48,1147.0408497560927,17176,0.3108032743611827
40.8,0.0874358091896352,7140.333333333333,85684,0.2493204211556734,9400,0.2668999999999999,31483,48,311.3208228837256,45476,0.2154470698864154
37.6,0.3614118477321913,4382.333333333333,52588,0.1858814969104669,20969,0.222969,206195,24,1052.8271873783733,268938,0.2790079863501659
54.0,0.2036463048008489,4570.583333333333,54847,0.2447194178555941,19681,0.229181,16531,48,646.7824066176801,23605,0.3945103541936612
63.0,1.391734793902513,3631.4166666666665,43577,0.2681427585404141,48078,0.251578,11656,12,4611.968926157484,15782,0.0749464687902387
50.0,0.4042338650548651,3544.0,42528,0.2402718083825723,32793,0.230293,66497,48,1069.604817754442,93806,0.2280070805908358
51.0,0.439640466078433,2915.4166666666665,55941,0.2862651301787851,24012,0.280012,449222,60,756.7351421461648,454060,0.0980624270736241
41.6,0.3476916781121593,5226.916666666667,62723,0.1649412399406623,21918,0.178918,23328,24,1078.3554271857477,111916,0.4726389155923303
40.0,0.2358432888337243,6583.25,78999,0.1946783399505562,36609,0.216609,191276,36,1350.6153312146157,203669,0.3517616655299776
54.0,0.2441974930056859,5323.0,63876,0.2403879643266938,31599,0.2635989999999999,90617,48,1030.863255269266,96302,0.4031276081320442
52.0,0.5113507805972558,5159.666666666667,61916,0.2182561862840159,26643,0.228643,55856,12,2491.399577621641,86636,0.0903618333780421
53.0,1.67634586717515,1805.4166666666667,21665,0.2444155600412844,47644,0.265144,332539,24,2529.502767695802,341094,0.239741579863066
56.0,0.1449338041320312,8691.083333333334,104293,0.2764894450333805,23012,0.269012,28724,60,711.6317695284948,38129,0.6319259768252842
54.0,0.5464219278261526,2860.833333333333,34330,0.22064131543492,41989,0.234489,9665,60,1161.2220651893183,12623,0.4389943565342646
58.0,1.5851626535367114,1250.0,15000,0.3045962606624134,29727,0.286227,33667,36,1269.4533169208892,55234,0.250149640153864
46.400000000000006,0.064977839036673,17054.083333333332,204649,0.2007409421593616,15984,0.205484,17190,60,424.13748175134094,22797,0.5202918286546818
36.0,0.1098158613651688,9985.25,119823,0.2613210876034828,14421,0.261421,117522,72,398.53882969655217,143484,0.1119085909788382
53.0,0.2753921214738244,5228.416666666667,62741,0.1911736647514826,18844,0.209344,128400,36,691.864757782435,181407,0.2247249856041521
37.6,0.1056289029092972,10168.833333333334,122026,0.2547797338811111,23103,0.234603,6475,72,629.1227088674923,42117,0.2478237923077183
53.0,0.2072998120274831,3609.0833333333335,43309,0.297369368841146,15000,0.293,9069,108,400.1622965915224,32554,0.2798419804367991
63.0,0.6444945191086563,1870.1666666666667,22442,0.2813280207137087,22979,0.269479,10599,60,717.3121664863719,38267,0.4564696522491207
52.0,0.2117808498317658,2388.9166666666665,28667,0.2706183249816587,8958,0.282958,101998,96,228.9268018439358,130436,0.2216838335365114
70.0,0.2584345377490485,2587.25,31047,0.2409471214793163,10361,0.248361,7646,60,298.6347577912257,44017,0.7594831368744456
55.0,0.7349887305410385,2509.5,30114,0.341883198721516,42369,0.313369,10234,48,1630.454219292736,17614,0.2517873705161335
52.0,0.3111879269593208,2720.5,32646,0.2553657509758715,19422,0.266922,10826,72,529.5867552928324,13292,0.2412162145947477
50.0,0.7201197618126913,1250.0,15000,0.2145794287478021,16857,0.196857,3323,48,526.1497022658642,40805,0.2940585167149915
51.0,0.5272277708709312,2784.25,33411,0.2618808995171051,40328,0.245828,56787,60,1211.9339210473902,79738,0.2107982305416089
55.0,0.299567812354178,2693.0,32316,0.2353258684298187,20905,0.211405,8699,60,595.7361186698015,59293,0.5743176817194158
48.0,0.3637502202529725,5972.0,71664,0.2438126316023242,49205,0.214705,73741,36,1940.316315350752,89246,0.1652135199149154
58.0,0.1964480456879199,4198.666666666667,50384,0.2334917424673458,10126,0.200126,73089,36,393.8198611616799,83084,0.246749114343493
52.0,0.3036642963608976,6314.583333333333,75775,0.2390977901307308,42095,0.225095,9512,36,1649.513504728918,12695,0.4030610247730152
51.0,0.2492869596047544,3915.25,46983,0.2481768636939214,36339,0.293839,87317,96,874.0207685925146,95614,0.2336690478981386
49.0,1.005429478925795,2018.3333333333333,24220,0.2089630448488253,40968,0.225968,32907,36,1541.2918316318962,36490,0.1141036214492831
51.0,1.1177401559880078,1680.5833333333333,20167,0.1972081554035291,16448,0.192448,643858,12,1521.455477150846,653490,0.3883014256025331
66.0,0.5510080201290054,2318.1666666666665,27818,0.1950158459588596,26465,0.204465,34801,48,798.328425329056,59869,0.245289592269553
60.0,0.391733713590903,2285.75,27429,0.2919430684194213,18485,0.263985,13828,96,499.40533584040656,39607,0.231946561873747
55.0,0.8906543105137792,2237.75,26853,0.2761564572636435,43713,0.247213,10616,36,1799.0616833522097,9331,0.2389054099153524
39.2,0.2491883039303921,5674.916666666667,68099,0.2321098946484477,13656,0.246656,93883,36,530.122859112981,104010,0.1869984820581411
51.0,0.3728368613930879,3820.1666666666665,45842,0.2372576431788232,19331,0.242331,1253,48,627.2989499984945,21958,0.0321144135090497
53.0,1.1043553753218165,1863.25,22359,0.2352630077052131,31543,0.200043,4111,36,1229.6901530683742,24851,0.0642132977508975
62.0,0.733738809887545,2012.6666666666667,24152,0.2098591138493403,20977,0.2174769999999999,2066,24,1077.7716447003324,38413,0.357579904614316
48.0,0.4229961284029985,4470.333333333333,53644,0.2509021656246519,45018,0.252018,74429,48,1494.933692670871,81691,0.0389827959331018
49.0,0.5642891950141724,1940.3333333333333,23284,0.264880663848666,17033,0.2690329999999999,502133,60,514.9091347258325,506187,0.4313155306575327
52.0,0.2635896339084714,4493.166666666667,53918,0.2587895922156867,22780,0.23228,28866,36,916.3521567564136,88320,0.1016487592176427
51.0,0.3783522317275138,1621.6666666666667,19460,0.2671999896339257,13606,0.283606,68363,96,344.56120245145166,77653,0.0893390992625548
59.0,0.5700520949759179,3565.75,42789,0.2024708872017882,26969,0.241969,9670,36,1005.6632576603796,21126,0.4996688792136254
49.0,0.5305802025625073,2071.083333333333,24853,0.1957553393159325,22109,0.220109,105833,36,816.8758145238328,111379,0.2796894936931273
52.0,0.1974725528582384,5603.666666666667,67244,0.2023971376206892,23683,0.214683,17870,72,570.5703620332822,24683,0.4529482374079838
40.8,0.0951644937644302,13188.666666666666,158264,0.2577558432012811,20639,0.218139,2826,36,829.0927867611495,101811,0.0937171917011645
54.0,0.2222364494969419,4931.083333333333,59173,0.205674965308143,9425,0.232925,10839,72,228.86645217354533,24920,0.3806459077842696
52.0,0.5782866709563437,1882.3333333333333,22588,0.2400453341401693,8534,0.2355339999999999,52393,60,245.52827696349107,59221,0.2169001434857578
40.8,0.0401216769267681,19038.08333333333,228457,0.2236046740060149,13401,0.193401,3905,48,424.83982880488986,66828,0.4507761699308952
36.8,0.0801520987280486,8204.916666666666,98459,0.237464962747957,15815,0.203815,77400,60,452.6412907220782,129766,0.2956444768024183
57.0,0.35183977039448,2510.0,30120,0.2627290553924496,18988,0.258488,21130,120,449.11782369014486,28684,0.5531586011898778
56.0,0.4784078381649522,2293.9166666666665,53107,0.2238391543530881,21423,0.257923,68095,48,679.4277134305532,100614,0.5189243362661068
38.400000000000006,0.1649734998785494,5583.666666666667,67004,0.2104543167196622,21706,0.235206,54051,72,533.1570321551936,63716,0.2946705445640334
53.0,0.1901599374172652,6100.166666666667,73202,0.2345232038913865,21774,0.243774,4077,36,848.0073115682212,40101,0.1256012379060709
44.8,0.0703044135239479,9898.0,118776,0.2341248,12656,0.292656,66880,120,273.87308506003626,83408,0.3870047942888332
51.0,0.4364711836336798,6045.833333333333,72550,0.266255002141236,73398,0.277898,3031,60,2224.832031051956,51021,0.3338762802384606
49.0,0.4572999685504681,3026.25,36315,0.2204505483036123,28731,0.264731,98538,48,905.9040298258542,115245,0.1138647661392949
53.0,0.2592392274724117,3888.3333333333335,46660,0.2152722214316111,14552,0.206052,17094,60,398.00852948856095,65979,0.0795076462997444
36.8,0.1696153208656393,7146.916666666667,85763,0.2108979274611115,20095,0.203595,51813,48,623.2265636166527,68105,0.1833053465330649
40.0,0.6159512000025548,1759.6666666666667,21116,0.2286531536314929,9423,0.203923,697758,12,885.8687949378289,784720,0.4251541079315167
38.400000000000006,0.1024399738181474,7988.5,95862,0.262340772217571,17698,0.271698,136911,60,532.341730846271,143097,0.2418461280150402
56.0,0.2976217985333075,2717.6666666666665,32612,0.2201652571786043,12195,0.235695,40867,36,465.836841147352,59897,0.2968388679523137
50.0,0.3288729473595305,7232.416666666667,86789,0.3203933290790381,53695,0.2701949999999999,9393,48,1997.5461856988572,87240,0.1712868133773772
38.400000000000006,0.0796216366183926,10159.416666666666,121913,0.1704917434823476,14965,0.171965,64019,36,533.9093820881753,99879,0.4298417544874258
41.6,0.063581035735484,20674.75,248097,0.2380050920840424,35379,0.249879,10832,48,1149.522018572199,45444,0.3684155601448751
61.0,0.4300699827609562,3763.6666666666665,45164,0.2575461338548136,49761,0.261761,171502,84,1283.640058451319,230610,0.6783659675230792
34.4,0.1245921397574282,4529.5,54354,0.2000489734780565,13080,0.21458,149523,72,313.34009703127145,163589,0.1992978146232421
53.0,0.5571125843010015,2581.833333333333,30982,0.3546847446788115,20701,0.369701,13839,108,639.3718405678026,107924,0.2074997280390954
51.0,0.8974770839044259,4331.416666666667,51977,0.2732409165077689,67254,0.240754,22800,24,3668.347199175029,67152,0.3239183884654304
55.0,0.3263242502133424,2386.9166666666665,28643,0.2461577095275731,21146,0.253646,122036,60,615.9087915717305,131159,0.3293501384767076
44.0,0.1231137101065383,8905.666666666666,106868,0.1798881592432967,16389,0.195389,103235,36,592.409664305462,106933,0.1113432887982735
44.0,0.1212079823834191,6372.083333333333,76465,0.2550442476356857,15262,0.226762,53439,48,510.3473644123452,95420,0.4780472687179283
49.0,0.2445950747313686,2942.9166666666665,35315,0.3454882194614493,16253,0.292253,462170,108,490.8229220115237,496115,0.3772806320035954
58.0,0.634820097050131,2674.75,32097,0.2512794061689278,35206,0.2472059999999999,38110,60,1035.9850545848378,40962,0.4553739117467006
53.0,0.2356602783844674,3488.833333333333,41866,0.2199395834329183,7229,0.239729,101351,108,154.1794345703429,151407,0.4784852207315663
51.0,0.3905152756106617,2693.75,32325,0.2190963845353636,21043,0.227043,67998,48,661.95052367622,113391,0.2452321920423249
61.0,0.254631040867744,5072.583333333333,60871,0.2392170472709885,24637,0.2361369999999999,8632,60,707.6371740550371,35994,0.4389602517096332
39.2,0.1466797751471317,4516.416666666667,54197,0.1719731008117189,13691,0.178691,2049,36,489.4669811374248,30753,0.057763309956341
38.400000000000006,0.1287160064186467,7689.583333333333,92275,0.2390038101702064,19522,0.226522,175578,72,512.7724576900521,194034,0.4106477723493045
59.0,0.1407077598744339,6950.25,83403,0.2416847898699517,26976,0.258976,44142,72,712.9541080672843,59474,0.4111587826026175
47.0,0.5457693724515467,5266.083333333333,63193,0.1917829580132735,44857,0.201857,7838,24,2265.066996110882,24722,0.1809705598204033
55.0,0.3403168985067752,5040.0,60480,0.2276115834085308,30794,0.2087939999999999,8092,36,1188.1971684741472,13120,0.1971492575782707
35.2,0.0942563419111904,15342.0,184104,0.219993099328674,13709,0.225209,107631,12,1283.0807976014846,114789,0.1750202786330164
51.0,0.1985775819023015,4352.5,52230,0.2655399913183544,15251,0.279751,51245,84,401.3089252297672,55322,0.1369905763501685
51.0,0.362442733513144,2427.1666666666665,29126,0.2483552856264989,14708,0.253208,2740,72,394.7089213586526,19449,0.1102010714065049
47.0,0.6848853608531386,3053.9166666666665,56473,0.2353858769318802,33635,0.2311349999999999,151390,24,1770.582818265414,160726,0.2098575281414939
58.0,0.5227740641775548,1250.0,15000,0.2293878470724751,10009,0.266509,85184,48,320.4675802219436,113049,0.4068311094599546
49.0,0.2318489567882473,5644.333333333333,67732,0.2458948689863147,23833,0.253333,6557,96,569.6327950984638,14917,0.260594662393354
50.0,0.6049568125139951,2015.6666666666667,24188,0.2952478284404287,20190,0.24769,67775,48,721.3912817573762,88851,0.1273830918535929
54.0,0.943653781331863,2058.25,24699,0.2830179770733504,61724,0.319724,39875,120,1550.2753954263069,55278,0.2701041764385538
48.0,0.5014778333015865,2386.25,28635,0.1753744113240373,23737,0.203737,51591,36,852.6514797159107,83259,0.2644627508433132
32.800000000000004,0.1392374405870161,12042.0,144504,0.1719204240880084,40357,0.202857,239455,36,1442.6972595488487,255419,0.1933983518840771
64.0,0.347184511912952,2995.333333333333,35944,0.225792833646373,16132,0.237132,4587,36,620.933341349929,90240,0.0161336943010298
60.0,0.2491755727156725,7180.25,86163,0.232175883960862,36808,0.232308,94785,48,1184.142905991708,161328,0.5729693393985692
44.0,0.2513839664681312,5864.416666666667,70373,0.2398601454835749,32408,0.230408,262304,36,1271.2203226884833,278153,0.2579040390064304
53.0,0.3458292082119976,4458.0,53496,0.2694571291724206,27037,0.285037,9984,60,824.7066102090852,19923,0.0686312971160115
56.0,1.142999636922944,2967.6666666666665,35612,0.2692183999999999,72523,0.3365229999999999,8714,48,2483.0419225083238,33307,0.4092591033199286
56.0,0.3171014816338097,4421.833333333333,53062,0.208924469930847,30742,0.2552419999999999,6749,48,950.1699015377676,23037,0.2072820279354749
52.0,0.4296218918056217,2995.1666666666665,35942,0.2822129460891465,30918,0.254918,4763,60,966.7891696064712,25697,0.2002217403975467
50.0,0.1490950341162909,4543.75,54525,0.2219049477959904,9790,0.2127899999999999,40076,60,271.4505612658968,49782,0.2519691702148857
47.2,0.1481505201074917,9499.833333333334,113998,0.1620799119768658,25905,0.197905,119157,36,913.4052492678207,120829,0.4325585208484487
38.400000000000006,0.0655456438636583,11313.75,135765,0.2549455508360881,17963,0.246463,87031,48,600.567028262465,130917,0.2185711466016534
59.0,0.784530555535244,2781.4166666666665,33377,0.2417585660448391,34469,0.244469,42102,48,1127.1063626749865,44516,0.4962380399204965
53.0,0.1782295763839038,4314.083333333333,51769,0.3163105465670291,16212,0.294712,59357,72,504.8972449848597,100730,0.2865416525231831
47.0,0.3976402340620495,5596.666666666667,67160,0.2233856112350891,28042,0.234542,63095,24,1459.4598433006038,92307,0.1516881867228198
56.0,0.2064754516957442,4623.833333333333,55486,0.2318904,14242,0.193242,63225,36,552.7080760658387,118745,0.5350378563318718
44.8,0.145117057485882,6050.5,72606,0.2361507894596498,14912,0.240412,5673,36,582.0307563183293,27642,0.4413684958217123
48.0,0.3130517402494908,5168.083333333333,62017,0.2423898682154419,28407,0.262907,64614,48,929.8774812543894,85049,0.0279742492251736
34.4,0.0293464645914996,13496.083333333334,161953,0.1749059294220594,9621,0.178121,61363,48,280.06233166559537,71183,0.2866887615529011
45.6,0.0655350367217471,15828.166666666666,189938,0.181176418273062,15832,0.223332,74965,36,573.2994837379346,86133,0.1327301292692849
36.8,0.2550734772698027,4720.25,56643,0.19788448872136,15849,0.188849,349766,24,805.0105810827864,441258,0.4405164987701881
39.2,0.0929411866424127,14552.666666666666,174632,0.2700500455084767,31628,0.309628,103330,84,841.5421088114845,114312,0.3107344319201664
58.0,0.1815019321598618,5324.166666666667,63890,0.3634935940743135,13641,0.3296409999999999,1531,108,430.346537141131,15551,0.3553194544244132
49.0,0.3227332297278018,3604.0,43248,0.3324955525476473,27061,0.325561,258692,120,779.1305599389977,270458,0.3025443284596982
47.0,0.1902585166660526,6649.75,79797,0.3066610206531995,32624,0.265124,6024,108,892.1715712000832,36580,0.1170565123327778
42.400000000000006,0.1949982631127839,4007.3333333333335,48088,0.3205345123086954,11381,0.307881,654095,120,317.4230397139626,677770,0.3910303442973163
56.0,0.5041923486027665,3821.1666666666665,45854,0.2420891692923388,34878,0.223878,6744,60,1007.6029960692712,47471,0.3974479026783078
60.0,0.4338057369444649,1994.25,23931,0.2446376368909249,13607,0.228607,51677,60,395.1170909014991,88881,0.6927939687085515
55.0,0.1955933030496322,4214.166666666667,50570,0.1993203160217268,23445,0.221945,2907,60,620.2627779349921,51535,0.6204966087967453
49.0,0.3585593562814597,6271.083333333333,75253,0.3194774338329054,35375,0.283875,186582,24,2013.55560318739,204890,0.3549431804162342
50.400000000000006,0.2591445004517483,8381.333333333334,100576,0.1715747156821163,16871,0.199871,13905,12,1539.9764397862534,40113,0.203908638334588
51.0,0.2099627109722505,4512.416666666667,54149,0.2528456662448159,19291,0.253291,7151,60,569.4392363696996,12126,0.1635484397565912
43.2,0.0586711884280455,12548.5,150582,0.2930548586081348,7169,0.248169,6770,96,194.23540798932976,43426,0.4808952972867212
44.0,0.3856725667451477,12468.916666666666,149627,0.394398135567093,88250,0.34825,113139,36,4216.919095364685,178697,0.1267158960588321
40.8,0.3113415783874232,6387.5,76650,0.209002461548207,39651,0.218651,69153,48,1225.694331949666,101646,0.4785884715110211
52.0,0.1570733171055982,8525.666666666666,102308,0.2506107171391137,18142,0.262142,8528,48,602.154743869962,18771,0.3193904566702917
51.0,0.3329493947950724,4663.25,55959,0.2023619327728391,25242,0.194742,10412,24,1287.6262652781215,38901,0.1308132287474242
58.0,0.2729816121364631,4488.166666666667,53858,0.2047157623892688,11817,0.239317,4890,60,316.1869722038025,21413,0.0761683608760346
62.0,0.4339501325732111,7103.416666666667,85241,0.3262882572175397,74398,0.297898,49959,60,2528.528604222757,58005,0.4313551341013913
56.0,0.4384223586315813,3508.333333333333,42100,0.2686092421743516,25454,0.243954,7963,60,775.131774865798,13671,0.2392910714237973
55.0,1.218782365169403,1250.0,15000,0.2807035621622968,16203,0.293703,60597,72,467.4779564617537,75041,0.1515842446054824
50.0,0.5666126292795595,2837.583333333333,34051,0.2519192517859541,23301,0.2273009999999999,49166,36,928.8105532998566,71372,0.0814110288575871
54.0,1.4439862270269928,1587.0833333333333,19045,0.2763014328716822,48458,0.267958,91876,36,1994.7264744774232,122452,0.3208663460635602
50.0,1.1051869361947806,2867.833333333333,34414,0.2332428161427985,65035,0.2475349999999999,44306,36,2528.491935183932,67314,0.1362223086768003
54.0,0.345139529918146,3390.6666666666665,40688,0.2359767733886775,27077,0.243577,21540,72,706.2530994424607,35297,0.047098836379046
57.0,1.042449879656624,2496.0,29952,0.3367787034818055,38686,0.296186,51103,24,2236.954899622933,89268,0.6833582526438828
52.0,0.5196443320904481,1664.8333333333333,19978,0.2149662301227124,22864,0.242864,30466,48,714.1212055419144,55870,0.1192069994703783
49.0,0.626970460832012,1993.6666666666667,23924,0.2027266351907012,25106,0.2226059999999999,24379,60,668.9701087454213,38035,0.1822277671376286
60.0,0.5881410247783438,3315.583333333333,39787,0.2831620455132554,70138,0.335638,87994,108,1800.030579404664,108379,0.3671309017317465
53.0,0.2751571858804997,3497.833333333333,41974,0.224908702213386,14292,0.205292,3568,36,549.453976679008,36285,0.2271480963325645
47.0,0.3584747354425964,3499.1666666666665,41990,0.2182855938310095,22432,0.207932,3291,60,617.3628451028854,26082,0.050537879307197
53.0,0.4534189502628838,4719.416666666667,56633,0.3067497425496572,47083,0.297583,10059,60,1542.8729508531585,16785,0.2098754253952606
70.0,0.1927849449073654,5953.833333333333,71446,0.2517652575476453,25012,0.2615119999999999,2825,36,996.8094311543022,9783,0.3369059489105994
47.0,0.2505107414619772,2542.5,30510,0.223981785715997,21019,0.243019,2446,108,453.92356016707714,23689,0.1137321613531353
51.0,0.7746506992489967,1817.0,21804,0.3031713742950526,21901,0.2979009999999999,43588,36,933.5403205354268,58879,0.1895477866361012
37.6,0.0509818066001569,12707.333333333334,152488,0.1940784750302041,15052,0.194052,15754,60,393.8428104037279,23266,0.1096761661306555
42.400000000000006,0.1231625915115569,6392.583333333333,76711,0.1874400155528545,17503,0.2210029999999999,4804,36,639.3271297869201,19828,0.2565984632409286
52.0,1.0562902305640072,2293.9166666666665,27527,0.2395117218555245,48334,0.221834,18542,36,1895.041764727952,34359,0.2910392808501877
57.0,0.8251362095999981,1870.25,22443,0.2198873287165788,22675,0.2166749999999999,150181,24,1176.2109960043963,278622,0.557746754422723
57.0,0.6640540005018217,2308.6666666666665,27704,0.2985367674020752,27898,0.250898,7453,36,1182.0793358252056,33863,0.4208157134339766
36.0,0.1920670591507127,3253.833333333333,39046,0.2641828651549965,10307,0.240307,282865,48,349.954199299894,289593,0.1754393498850801
48.0,0.1730873711916166,7038.083333333333,84457,0.2016266949262155,29160,0.21116,19007,60,775.2033423941974,53879,0.1013491561095603
46.0,1.13594223399241,1250.0,15000,0.2185836556355619,33247,0.212247,108431,48,1044.9277924905125,119089,0.0927893398119797
54.0,1.2538385256489153,1697.0833333333333,20365,0.3388687040352093,53704,0.353204,100965,60,1867.8684645700127,124183,0.3787664788371831
37.6,0.1452865296046696,12207.5,146490,0.1824281411970088,26150,0.19015,28345,24,1308.5853101490052,33428,0.2019016044339342
46.400000000000006,0.2723111717521993,3286.9166666666665,39443,0.2013518428954424,13592,0.2170919999999999,145808,36,506.0641289518331,180951,0.5285737462494577
52.0,1.1818612487873486,3787.0,45444,0.1750989624684278,44252,0.217752,90340,12,4046.708549157689,93939,0.1513665296260564
40.0,0.2268836419325642,3374.75,40497,0.1804309112428796,8323,0.179823,161268,48,244.67557061192107,192724,0.4457236486318921
55.0,0.1182846743666719,7389.0,88668,0.272069877430771,14189,0.277189,1881,96,364.00545889533873,19565,0.296963037717087
52.0,2.024102369311779,1518.9166666666667,18227,0.2051186037234093,23476,0.177976,6704,12,2180.44282378715,10211,0.3594097541758763
59.0,0.6202836857287777,2807.833333333333,33694,0.2530451468310568,41701,0.265701,33713,84,1063.6532089121197,46098,0.4727642758537296
52.0,2.1082163638317324,1335.9166666666667,16031,0.3277349641924229,41744,0.333744,7758,72,1331.401377382209,10398,0.1904173119631048
57.0,0.3113272753719231,3753.0,45036,0.1922618337830172,26663,0.2281629999999999,88863,36,980.4112644708276,178765,0.5605299204153252
52.0,0.2449993117227518,4261.916666666667,51143,0.3316956,20913,0.276413,157899,108,610.1666499530584,164379,0.2270269438814426
58.0,0.8280396848290039,1561.75,18741,0.2553714567670855,26669,0.241669,34541,60,791.1909777816967,43153,0.0742787247187417
52.0,0.1179367861344761,7827.583333333333,93931,0.2814697756305452,20726,0.260226,218271,60,647.1600215331229,233076,0.2231303024803224
53.0,0.2116614697948042,5534.166666666667,66410,0.1989553203718529,24177,0.220177,64003,48,734.3698507560791,74572,0.1714371989356998
38.400000000000006,0.128679902512478,7675.166666666667,92102,0.1701743551687218,8337,0.200337,4973,48,240.6396984336879,25892,0.231310414990769
53.0,1.518003061407393,1528.5833333333333,18343,0.3276156,56513,0.273013,60148,60,1925.3941796163172,76960,0.24791244792614
55.0,1.214730415627279,2032.6666666666667,24392,0.2745705242612546,50599,0.276599,100025,36,2078.1420248317154,139806,0.2776216931259564
48.0,0.1951873381534479,8627.833333333334,103534,0.2966779427683386,44159,0.334159,72278,72,1319.043822364923,80844,0.1188875344049577
50.0,0.6772281143802229,4160.75,49929,0.2504455523548572,23182,0.237682,57707,24,1237.7768769075124,67215,0.0822923608451885
36.8,0.0423761263129508,11901.083333333334,142813,0.2235578924882068,9249,0.197249,7608,60,257.32181059428734,13547,0.2639938342702269
48.0,0.2043182701416848,4955.583333333333,59467,0.2017298620117882,19740,0.22124,100974,48,602.5162142096312,110642,0.071525027105402
52.0,0.4395280902095712,3342.833333333333,40114,0.2145529644163042,24513,0.220013,71316,36,929.269150888895,85002,0.254839696723684
37.6,0.1635404338189248,6388.666666666667,76664,0.1897144,12143,0.237143,105965,60,314.8053181911713,155169,0.0501080237475412
51.0,0.95123581060039,1499.75,17997,0.3000121081529301,19401,0.264401,53533,36,823.6159069479347,60407,0.1754980823955417
55.0,0.3860068696223485,5013.083333333333,60157,0.2241557008197554,32714,0.237714,28048,48,1038.0846046559682,42397,0.2240601086126225
44.8,0.0881297164139796,15568.75,186825,0.2277357210789426,17363,0.232863,105666,36,670.0695224201453,106919,0.3491718294690883
61.0,0.1772300723928443,4253.916666666667,51047,0.2346696285573456,12038,0.226038,64978,48,388.9219587864604,129775,0.3841977179343668
60.0,0.5822646955299453,1582.6666666666667,18992,0.2272008749112644,20176,0.226676,76985,60,565.5309247920601,108371,0.4781767031668186
58.0,0.2744578157276109,4965.166666666667,59582,0.1960452392090039,16036,0.2200359999999999,66438,36,592.7287980568765,92458,0.5195999059809326
54.0,0.6143500546532948,2234.1666666666665,26810,0.1338799036693913,11146,0.164146,17591,12,997.5604137712364,64377,0.1093639695536298
56.0,0.1654583017199428,3765.25,45183,0.2478920817409806,13959,0.253459,125763,60,407.9918705510149,143462,0.5590055283224529
42.400000000000006,0.1630443467429992,8385.583333333334,100627,0.2173722274830182,16810,0.21531,192360,48,527.2219566423154,197668,0.699612491610601
49.0,0.2148501110620886,5068.25,60819,0.2445728478369952,21126,0.220626,7721,36,833.9140753904309,95907,0.1183743968232887
51.0,0.6160668256433692,2702.1666666666665,32426,0.1894647937598823,26474,0.198974,5542,36,969.7152406926576,53138,0.2001563598754684
44.8,0.1594324843401678,9529.083333333334,114349,0.2758241248479851,33261,0.245761,280772,60,1027.2454293178207,324435,0.5283328637795398
48.0,0.4788184839617758,1821.8333333333333,21862,0.2150788638631057,18154,0.222154,25691,60,496.32747469769527,34472,0.1835539395081256
44.0,0.2373060707280086,3115.083333333333,37381,0.2333835947904965,14844,0.207344,329579,36,577.228185823641,361489,0.1133487337396154
53.0,0.5928454145900482,2585.333333333333,31024,0.2712057496975795,39874,0.303874,82735,48,1369.7030118534717,90230,0.3169032675961808
53.0,1.28109954149547,1250.0,15000,0.3155587454231806,40803,0.288303,192337,60,1359.3744268693376,194947,0.3326457685997379
52.0,0.3434079056283144,2467.75,29613,0.2429954175890583,16088,0.226088,10768,96,381.4448591142728,54257,0.4104580239215956
57.0,0.3257764390412822,3278.833333333333,39346,0.3286637872425799,20327,0.3163269999999999,150867,48,766.1666475431906,156802,0.3903246132674178
37.6,0.0765367990019109,7622.583333333333,91471,0.1927580935153302,10045,0.223045,9825,72,236.40812845864968,23502,0.0633822431744334
71.0,0.2078122043322166,4267.166666666667,51206,0.2394493530221766,15014,0.236014,188041,72,394.7693112529571,195937,0.5146314187517792
68.0,0.556786685242782,4037.3333333333335,48448,0.2454284198654834,32275,0.249275,171487,48,1061.9334438868586,250305,0.5432637745835226
49.0,0.2224591935870478,6040.5,72486,0.2364029522145447,31855,0.2328549999999999,9792,60,909.7647588625624,14067,0.0848949898861987
48.0,0.4292784803679549,3922.0833333333335,47065,0.2566806958417624,26541,0.273041,75584,36,1064.6659732098165,85088,0.1388360439308607
45.0,0.1521503161950836,7071.75,84861,0.2360165092858134,20113,0.215613,7873,60,573.9689985525824,10851,0.1512103137048492
40.0,0.1141182175455533,6460.083333333333,77521,0.20061477188505,13432,0.202432,37388,72,322.213195195737,53374,0.4839076865752311
67.0,0.9027391533166624,2445.25,29343,0.2208220421059672,35217,0.264217,9621,24,1828.422914647569,34082,0.4128382497590382
55.0,0.296078775594244,5958.166666666667,71498,0.1796397866494192,28072,0.207572,18623,48,824.0866914531051,50119,0.3373427921540151
42.400000000000006,0.1975680798972465,6740.0,80880,0.2203913559440505,27626,0.237626,49140,36,1055.6088585074417,63614,0.3107609993153986
40.8,0.1482231820681792,10446.583333333334,125359,0.1766977941506918,22414,0.1719139999999999,11443,24,1115.4258234070735,23459,0.425017676991992
